Billions,Month,Category,Percentage,Percentage2
38.257,8/1/2008,DiningOut,0.102637778,0.102637778
38.368,9/1/2008,DiningOut,0.104788514,0.104788514
38.141,10/1/2008,DiningOut,0.108057648,0.108057648
38.12,11/1/2008,DiningOut,0.111984254,0.111984254
38.048,12/1/2008,DiningOut,0.114599993,0.114599993
38.194,1/1/2009,DiningOut,0.113416419,0.113416419
37.927,2/1/2009,DiningOut,0.112925028,0.112925028
37.545,3/1/2009,DiningOut,0.1136343,0.1136343
37.763,4/1/2009,DiningOut,0.114024917,0.114024917
37.751,5/1/2009,DiningOut,0.112753165,0.112753165
37.706,6/1/2009,DiningOut,0.111103581,0.111103581
37.746,7/1/2009,DiningOut,0.110806788,0.110806788
37.642,8/1/2009,DiningOut,0.108408717,0.108408717
37.509,9/1/2009,DiningOut,0.110741406,0.110741406
37.498,10/1/2009,DiningOut,0.10981667,0.10981667
37.775,11/1/2009,DiningOut,0.109503863,0.109503863
37.738,12/1/2009,DiningOut,0.108994076,0.108994076
37.622,1/1/2010,DiningOut,0.108495164,0.108495164
38.313,2/1/2010,DiningOut,0.110373934,0.110373934
38.462,3/1/2010,DiningOut,0.108434075,0.108434075
38.707,4/1/2010,DiningOut,0.108477056,0.108477056
38.672,5/1/2010,DiningOut,0.109040566,0.109040566
38.888,6/1/2010,DiningOut,0.109770314,0.109770314
39.045,7/1/2010,DiningOut,0.110060012,0.110060012
39.451,8/1/2010,DiningOut,0.110521863,0.110521863
39.473,9/1/2010,DiningOut,0.109702378,0.109702378
39.524,10/1/2010,DiningOut,0.108443884,0.108443884
39.753,11/1/2010,DiningOut,0.108311718,0.108311718
39.586,12/1/2010,DiningOut,0.107116571,0.107116571
39.651,1/1/2011,DiningOut,0.106473364,0.106473364
40.416,2/1/2011,DiningOut,0.107748704,0.107748704
40.684,3/1/2011,DiningOut,0.107376528,0.107376528
40.614,4/1/2011,DiningOut,0.106709055,0.106709055
41.081,5/1/2011,DiningOut,0.107896361,0.107896361
41.615,6/1/2011,DiningOut,0.108521047,0.108521047
41.507,7/1/2011,DiningOut,0.108073978,0.108073978
41.752,8/1/2011,DiningOut,0.108773072,0.108773072
42.092,9/1/2011,DiningOut,0.108645825,0.108645825
42.206,10/1/2011,DiningOut,0.107988752,0.107988752
42.199,11/1/2011,DiningOut,0.107671935,0.107671935
42.005,12/1/2011,DiningOut,0.10723248,0.10723248
42.833,1/1/2012,DiningOut,0.108319783,0.108319783
43.027,2/1/2012,DiningOut,0.107485542,0.107485542
43.017,3/1/2012,DiningOut,0.106952656,0.106952656
43.529,4/1/2012,DiningOut,0.108803459,0.108803459
43.438,5/1/2012,DiningOut,0.108678139,0.108678139
43.58,6/1/2012,DiningOut,0.110056897,0.110056897
43.787,7/1/2012,DiningOut,0.109995755,0.109995755
43.817,8/1/2012,DiningOut,0.108917315,0.108917315
44.051,9/1/2012,DiningOut,0.108250171,0.108250171
43.794,10/1/2012,DiningOut,0.10791803,0.10791803
44.405,11/1/2012,DiningOut,0.108889695,0.108889695
44.772,12/1/2012,DiningOut,0.10908267,0.10908267
44.981,1/1/2013,DiningOut,0.109003361,0.109003361
44.784,2/1/2013,DiningOut,0.107303819,0.107303819
45.003,3/1/2013,DiningOut,0.108551346,0.108551346
44.745,4/1/2013,DiningOut,0.10824731,0.10824731
44.829,5/1/2013,DiningOut,0.107891697,0.107891697
44.577,6/1/2013,DiningOut,0.106778674,0.106778674
44.878,7/1/2013,DiningOut,0.107067025,0.107067025
45.027,8/1/2013,DiningOut,0.107772951,0.107772951
45.267,9/1/2013,DiningOut,0.108067523,0.108067523
45.869,10/1/2013,DiningOut,0.109195006,0.109195006
46.782,11/1/2013,DiningOut,0.110996434,0.110996434
46.218,12/1/2013,DiningOut,0.109096574,0.109096574
45.741,1/1/2014,DiningOut,0.109225196,0.109225196
46.351,2/1/2014,DiningOut,0.109314013,0.109314013
47.002,3/1/2014,DiningOut,0.109470419,0.109470419
47.194,4/1/2014,DiningOut,0.108980739,0.108980739
47.509,5/1/2014,DiningOut,0.109700033,0.109700033
47.815,6/1/2014,DiningOut,0.10967221,0.10967221
47.987,7/1/2014,DiningOut,0.11001575,0.11001575
48.357,8/1/2014,DiningOut,0.110225434,0.110225434
48.849,9/1/2014,DiningOut,0.111703113,0.111703113
49.517,10/1/2014,DiningOut,0.112746449,0.112746449
49.703,11/1/2014,DiningOut,0.112591858,0.112591858
50.402,12/1/2014,DiningOut,0.115180877,0.115180877
50.336,1/1/2015,DiningOut,0.115921469,0.115921469
50.489,2/1/2015,DiningOut,0.116894062,0.116894062
50.907,3/1/2015,DiningOut,0.116074442,0.116074442
51.482,4/1/2015,DiningOut,0.117346718,0.117346718
51.589,5/1/2015,DiningOut,0.116391719,0.116391719
116.476,1/1/1992,NonFood,0.709860254,0.709860254
116.888,2/1/1992,NonFood,0.711603555,0.711603555
116.305,3/1/1992,NonFood,0.710272555,0.710272555
117.48,4/1/1992,NonFood,0.713041473,0.713041473
118.297,5/1/1992,NonFood,0.445432227,0.714280539
119.06,6/1/1992,NonFood,0.716805741,0.716805741
119.846,7/1/1992,NonFood,0.716332447,0.716332447
120.023,8/1/1992,NonFood,0.715286924,0.715286924
121.653,9/1/1992,NonFood,0.718110822,0.718110822
122.429,10/1/1992,NonFood,0.71729718,0.71729718
122.613,11/1/1992,NonFood,0.716930273,0.716930273
124.447,12/1/1992,NonFood,0.719367612,0.719367612
126.48,1/1/1993,NonFood,0.722420864,0.722420864
125.059,2/1/1993,NonFood,0.719681188,0.719681188
123.716,3/1/1993,NonFood,0.717910032,0.717910032
127.867,4/1/1993,NonFood,0.723368747,0.723368747
129.46,5/1/1993,NonFood,0.487465076,0.725489647
129.003,6/1/1993,NonFood,0.723918497,0.723918497
131.483,7/1/1993,NonFood,0.727393933,0.727393933
131.365,8/1/1993,NonFood,0.727010604,0.727010604
132.084,9/1/1993,NonFood,0.726534653,0.726534653
133.365,10/1/1993,NonFood,0.72912908,0.72912908
135.23,11/1/1993,NonFood,0.731977959,0.731977959
136.602,12/1/1993,NonFood,0.733083251,0.733083251
136.036,1/1/1994,NonFood,0.734821313,0.734821313
137.964,2/1/1994,NonFood,0.73355062,0.73355062
141.075,3/1/1994,NonFood,0.7363457,0.7363457
141.2,4/1/1994,NonFood,0.736828922,0.736828922
140.482,5/1/1994,NonFood,0.735738976,0.735738976
142.184,6/1/1994,NonFood,0.735957266,0.735957266
142.837,7/1/1994,NonFood,0.737173764,0.737173764
145.067,8/1/1994,NonFood,0.739545364,0.739545364
146.375,9/1/1994,NonFood,0.740187303,0.740187303
148.373,10/1/1994,NonFood,0.74342992,0.74342992
148.325,11/1/1994,NonFood,0.742653575,0.742653575
149.198,12/1/1994,NonFood,0.743499277,0.743499277
149.798,1/1/1995,NonFood,0.743108298,0.743108298
147.073,2/1/1995,NonFood,0.741358887,0.741358887
148.581,3/1/1995,NonFood,0.742051641,0.742051641
149.39,4/1/1995,NonFood,0.743056385,0.743056385
151.003,5/1/1995,NonFood,0.743882794,0.743882794
153.491,6/1/1995,NonFood,0.7468894,0.7468894
153.004,7/1/1995,NonFood,0.746510278,0.746510278
154.267,8/1/1995,NonFood,0.746950791,0.746950791
154.713,9/1/1995,NonFood,0.74748524,0.74748524
153.968,10/1/1995,NonFood,0.746848276,0.746848276
156.308,11/1/1995,NonFood,0.749100215,0.749100215
157.906,12/1/1995,NonFood,0.750382543,0.750382543
156.082,1/1/1996,NonFood,0.747766264,0.747766264
159.341,2/1/1996,NonFood,0.751569494,0.751569494
160.917,3/1/1996,NonFood,0.752458441,0.752458441
161.538,4/1/1996,NonFood,0.752585677,0.752585677
163.032,5/1/1996,NonFood,0.753716991,0.753716991
162.846,6/1/1996,NonFood,0.753710792,0.753710792
162.759,7/1/1996,NonFood,0.752211449,0.752211449
162.673,8/1/1996,NonFood,0.751880012,0.751880012
165.349,9/1/1996,NonFood,0.754191753,0.754191753
166.784,10/1/1996,NonFood,0.754545578,0.754545578
166.466,11/1/1996,NonFood,0.753277312,0.753277312
167.372,12/1/1996,NonFood,0.754274486,0.754274486
168.365,1/1/1997,NonFood,0.753230078,0.753230078
170.284,2/1/1997,NonFood,0.755444547,0.755444547
170.809,3/1/1997,NonFood,0.755337496,0.755337496
169.316,4/1/1997,NonFood,0.753896023,0.753896023
167.698,5/1/1997,NonFood,0.452969729,0.752326093
170.774,6/1/1997,NonFood,0.755476713,0.755476713
172.943,7/1/1997,NonFood,0.756074636,0.756074636
173.387,8/1/1997,NonFood,0.756101815,0.756101815
174.017,9/1/1997,NonFood,0.755662573,0.755662573
173.716,10/1/1997,NonFood,0.755871936,0.755871936
174.752,11/1/1997,NonFood,0.758189218,0.758189218
175.189,12/1/1997,NonFood,0.757747722,0.757747722
175.558,1/1/1998,NonFood,0.758006088,0.758006088
175.43,2/1/1998,NonFood,0.757260515,0.757260515
176.517,3/1/1998,NonFood,0.757443905,0.757443905
179.249,4/1/1998,NonFood,0.759606909,0.759606909
180.085,5/1/1998,NonFood,0.486428303,0.759676025
181.732,6/1/1998,NonFood,0.760518585,0.760518585
179.997,7/1/1998,NonFood,0.758127898,0.758127898
178.719,8/1/1998,NonFood,0.755964164,0.755964164
180.796,9/1/1998,NonFood,0.757921037,0.757921037
184.372,10/1/1998,NonFood,0.760199727,0.760199727
186.01,11/1/1998,NonFood,0.761378102,0.761378102
187.693,12/1/1998,NonFood,0.761194272,0.761194272
188.573,1/1/1999,NonFood,0.763790499,0.763790499
190.533,2/1/1999,NonFood,0.763628712,0.763628712
191.755,3/1/1999,NonFood,0.765009555,0.765009555
192.965,4/1/1999,NonFood,0.764466084,0.764466084
195.178,5/1/1999,NonFood,0.766191145,0.766191145
196.054,6/1/1999,NonFood,0.767418739,0.767418739
197.807,7/1/1999,NonFood,0.768358575,0.768358575
200.472,8/1/1999,NonFood,0.770296596,0.770296596
201.105,9/1/1999,NonFood,0.769479476,0.769479476
201.289,10/1/1999,NonFood,0.768792132,0.768792132
204.162,11/1/1999,NonFood,0.770762941,0.770762941
207.833,12/1/1999,NonFood,0.77010553,0.77010553
207.87,1/1/2000,NonFood,0.775371049,0.775371049
211.153,2/1/2000,NonFood,0.776240718,0.776240718
213.288,3/1/2000,NonFood,0.774989644,0.774989644
208.781,4/1/2000,NonFood,0.770398223,0.770398223
209.508,5/1/2000,NonFood,0.771901642,0.771901642
211.003,6/1/2000,NonFood,0.771661059,0.771661059
210.146,7/1/2000,NonFood,0.770787638,0.770787638
210.491,8/1/2000,NonFood,0.771190322,0.771190322
214.504,9/1/2000,NonFood,0.772923325,0.772923325
213.791,10/1/2000,NonFood,0.771883902,0.771883902
212.525,11/1/2000,NonFood,0.770233,0.770233
212.57,12/1/2000,NonFood,0.77091856,0.77091856
214.833,1/1/2001,NonFood,0.770242654,0.770242654
214.478,2/1/2001,NonFood,0.769292573,0.769292573
212.213,3/1/2001,NonFood,0.767586122,0.767586122
216.39,4/1/2001,NonFood,0.770608681,0.770608681
216.823,5/1/2001,NonFood,0.77013213,0.77013213
215.451,6/1/2001,NonFood,0.768372926,0.768372926
214.509,7/1/2001,NonFood,0.767413656,0.767413656
215.832,8/1/2001,NonFood,0.766930919,0.766930919
211.024,9/1/2001,NonFood,0.76431663,0.76431663
229.128,10/1/2001,NonFood,0.777725355,0.777725355
221.202,11/1/2001,NonFood,0.770846111,0.770846111
217.556,12/1/2001,NonFood,0.766830685,0.766830685
217.543,1/1/2002,NonFood,0.767139084,0.767139084
218.792,2/1/2002,NonFood,0.76752695,0.76752695
218.147,3/1/2002,NonFood,0.767412572,0.767412572
222.752,4/1/2002,NonFood,0.771248528,0.771248528
218.903,5/1/2002,NonFood,0.768096872,0.768096872
221.092,6/1/2002,NonFood,0.769280552,0.769280552
223.977,7/1/2002,NonFood,0.771198959,0.771198959
226.328,8/1/2002,NonFood,0.773554081,0.773554081
222.051,9/1/2002,NonFood,0.769850295,0.769850295
223.318,10/1/2002,NonFood,0.771035169,0.771035169
224.673,11/1/2002,NonFood,0.770813963,0.770813963
226.73,12/1/2002,NonFood,0.771665549,0.771665549
227.864,1/1/2003,NonFood,0.771651303,0.771651303
223.914,2/1/2003,NonFood,0.768993537,0.768993537
228.524,3/1/2003,NonFood,0.771136539,0.771136539
227.799,4/1/2003,NonFood,0.770520526,0.770520526
228.328,5/1/2003,NonFood,0.770350377,0.770350377
230.952,6/1/2003,NonFood,0.770708331,0.770708331
233.585,7/1/2003,NonFood,0.771447349,0.771447349
238.068,8/1/2003,NonFood,0.773588523,0.773588523
236.535,9/1/2003,NonFood,0.773202448,0.773202448
235.003,10/1/2003,NonFood,0.770946513,0.770946513
238.691,11/1/2003,NonFood,0.773586862,0.773586862
237.758,12/1/2003,NonFood,0.773543899,0.773543899
238.441,1/1/2004,NonFood,0.771092247,0.771092247
241.044,2/1/2004,NonFood,0.773998401,0.773998401
245.813,3/1/2004,NonFood,0.775594365,0.775594365
242.572,4/1/2004,NonFood,0.773677882,0.773677882
247.615,5/1/2004,NonFood,0.776315047,0.776315047
243.538,6/1/2004,NonFood,0.773207692,0.773207692
246.71,7/1/2004,NonFood,0.774521869,0.774521869
247.138,8/1/2004,NonFood,0.774860869,0.774860869
252.132,9/1/2004,NonFood,0.776730015,0.776730015
253.878,10/1/2004,NonFood,0.777145831,0.777145831
254.774,11/1/2004,NonFood,0.777136199,0.777136199
258.232,12/1/2004,NonFood,0.778095499,0.778095499
255.962,1/1/2005,NonFood,0.776282269,0.776282269
258.231,2/1/2005,NonFood,0.776655609,0.776655609
258.189,3/1/2005,NonFood,0.777062147,0.777062147
262.473,4/1/2005,NonFood,0.777695473,0.777695473
259.445,5/1/2005,NonFood,0.775968297,0.775968297
268.887,6/1/2005,NonFood,0.781166839,0.781166839
272.31,7/1/2005,NonFood,0.78342976,0.78342976
266.824,8/1/2005,NonFood,0.778745772,0.778745772
267.359,9/1/2005,NonFood,0.778639182,0.778639182
268.197,10/1/2005,NonFood,0.778167543,0.778167543
270.376,11/1/2005,NonFood,0.778580232,0.778580232
270.029,12/1/2005,NonFood,0.778020123,0.778020123
279.946,1/1/2006,NonFood,0.782374181,0.782374181
276.513,2/1/2006,NonFood,0.780180124,0.780180124
278.204,3/1/2006,NonFood,0.780905973,0.780905973
279.497,4/1/2006,NonFood,0.781523414,0.781523414
277.626,5/1/2006,NonFood,0.779497978,0.779497978
279.057,6/1/2006,NonFood,0.780526622,0.780526622
281.21,7/1/2006,NonFood,0.781560063,0.781560063
280.791,8/1/2006,NonFood,0.779368824,0.779368824
279.234,9/1/2006,NonFood,0.778500176,0.778500176
278.114,10/1/2006,NonFood,0.775704193,0.775704193
278.878,11/1/2006,NonFood,0.776358317,0.776358317
282.796,12/1/2006,NonFood,0.775580391,0.775580391
282.062,1/1/2007,NonFood,0.776352331,0.776352331
282.623,2/1/2007,NonFood,0.776552016,0.776552016
285.642,3/1/2007,NonFood,0.777398873,0.777398873
284.178,4/1/2007,NonFood,0.776690909,0.776690909
288.472,5/1/2007,NonFood,0.778347692,0.778347692
285.588,6/1/2007,NonFood,0.775620169,0.775620169
286.773,7/1/2007,NonFood,0.775288463,0.775288463
288.267,8/1/2007,NonFood,0.776972775,0.776972775
290.494,9/1/2007,NonFood,0.777016942,0.777016942
290.929,10/1/2007,NonFood,0.776201872,0.776201872
293.807,11/1/2007,NonFood,0.777283646,0.777283646
289.956,12/1/2007,NonFood,0.772797659,0.772797659
290.44,1/1/2008,NonFood,0.774298122,0.774298122
287.708,2/1/2008,NonFood,0.774066142,0.774066142
287.661,3/1/2008,NonFood,0.772958114,0.772958114
288.673,4/1/2008,NonFood,0.77225972,0.77225972
290.136,5/1/2008,NonFood,0.772698704,0.772698704
291.141,6/1/2008,NonFood,0.772275731,0.772275731
288.976,7/1/2008,NonFood,0.770407497,0.770407497
286.508,8/1/2008,NonFood,0.768657878,0.768657878
279.906,9/1/2008,NonFood,0.764463453,0.764463453
267.137,10/1/2008,NonFood,0.756828503,0.756828503
254.839,11/1/2008,NonFood,0.748634715,0.748634715
246.895,12/1/2008,NonFood,0.743643959,0.743643959
251.06,1/1/2009,NonFood,0.745518308,0.745518308
250.958,2/1/2009,NonFood,0.747210147,0.747210147
245.753,3/1/2009,NonFood,0.743799977,0.743799977
246.407,4/1/2009,NonFood,0.744022924,0.744022924
249.675,5/1/2009,NonFood,0.745719227,0.745719227
254.257,6/1/2009,NonFood,0.749187482,0.749187482
255.649,7/1/2009,NonFood,0.750480703,0.750480703
262.134,8/1/2009,NonFood,0.754944229,0.754944229
253.568,9/1/2009,NonFood,0.748633041,0.748633041
256.389,10/1/2009,NonFood,0.750861009,0.750861009
259.345,11/1/2009,NonFood,0.751800907,0.751800907
260.262,12/1/2009,NonFood,0.751683086,0.751683086
261.197,1/1/2010,NonFood,0.753245742,0.753245742
260.027,2/1/2010,NonFood,0.749098295,0.749098295
267.845,3/1/2010,NonFood,0.755122581,0.755122581
269.963,4/1/2010,NonFood,0.756576108,0.756576108
267.704,5/1/2010,NonFood,0.754825085,0.754825085
267.29,6/1/2010,NonFood,0.754487435,0.754487435
267.895,7/1/2010,NonFood,0.755142194,0.755142194
268.963,8/1/2010,NonFood,0.75349907,0.75349907
271.712,9/1/2010,NonFood,0.755135221,0.755135221
276.144,10/1/2010,NonFood,0.757669461,0.757669461
278.029,11/1/2010,NonFood,0.757522669,0.757522669
280.741,12/1/2010,NonFood,0.759662842,0.759662842
283.012,1/1/2011,NonFood,0.759961654,0.759961654
284.556,2/1/2011,NonFood,0.758623815,0.758623815
288.023,3/1/2011,NonFood,0.76017377,0.76017377
289.227,4/1/2011,NonFood,0.759913821,0.759913821
288.983,5/1/2011,NonFood,0.758993552,0.758993552
290.905,6/1/2011,NonFood,0.758604234,0.758604234
291.467,7/1/2011,NonFood,0.75890809,0.75890809
290.761,8/1/2011,NonFood,0.757495864,0.757495864
294.291,9/1/2011,NonFood,0.759609627,0.759609627
297.156,10/1/2011,NonFood,0.760306726,0.760306726
298.152,11/1/2011,NonFood,0.760743209,0.760743209
298.555,12/1/2011,NonFood,0.762166247,0.762166247
300.868,1/1/2012,NonFood,0.760860934,0.760860934
305.55,2/1/2012,NonFood,0.763292989,0.763292989
307.109,3/1/2012,NonFood,0.763561459,0.763561459
304.196,4/1/2012,NonFood,0.760356938,0.760356938
303.879,5/1/2012,NonFood,0.760279114,0.760279114
300.091,6/1/2012,NonFood,0.757849572,0.757849572
301.776,7/1/2012,NonFood,0.758080682,0.758080682
306.081,8/1/2012,NonFood,0.760835305,0.760835305
310.108,9/1/2012,NonFood,0.762054077,0.762054077
308.943,10/1/2012,NonFood,0.761303375,0.761303375
310.5,11/1/2012,NonFood,0.761406383,0.761406383
312.779,12/1/2012,NonFood,0.762055935,0.762055935
314.689,1/1/2013,NonFood,0.762592177,0.762592177
319.015,2/1/2013,NonFood,0.764369592,0.764369592
316.047,3/1/2013,NonFood,0.762334229,0.762334229
315.636,4/1/2013,NonFood,0.763588068,0.763588068
317.152,5/1/2013,NonFood,0.763302046,0.763302046
319.352,6/1/2013,NonFood,0.764968106,0.764968106
320.503,7/1/2013,NonFood,0.764635293,0.764635293
319.047,8/1/2013,NonFood,0.76364485,0.76364485
319.603,9/1/2013,NonFood,0.76299964,0.76299964
320.275,10/1/2013,NonFood,0.762441527,0.762441527
320.922,11/1/2013,NonFood,0.761429558,0.761429558
322.729,12/1/2013,NonFood,0.761794719,0.761794719
318.57,1/1/2014,NonFood,0.76071513,0.76071513
323.323,2/1/2014,NonFood,0.762523672,0.762523672
327.838,3/1/2014,NonFood,0.763553957,0.763553957
331.148,4/1/2014,NonFood,0.764689446,0.764689446
330.84,5/1/2014,NonFood,0.763921761,0.763921761
332.779,6/1/2014,NonFood,0.76328785,0.76328785
332.899,7/1/2014,NonFood,0.763209479,0.763209479
334.848,8/1/2014,NonFood,0.763255909,0.763255909
332.748,9/1/2014,NonFood,0.760895564,0.760895564
333.824,10/1/2014,NonFood,0.760091897,0.760091897
335.711,11/1/2014,NonFood,0.760483776,0.760483776
330.866,12/1/2014,NonFood,0.7561096,0.7561096
327.661,1/1/2015,NonFood,0.754588059,0.754588059
325.215,2/1/2015,NonFood,0.752950192,0.752950192
331.035,3/1/2015,NonFood,0.754801948,0.754801948
330.802,4/1/2015,NonFood,0.754021385,0.754021385
334.918,5/1/2015,NonFood,0.755620031,0.755620031
